160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
160.0,478.0,160.0,0.0,320.0,0.0,320.0,478.0
